ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID237652413,35 McCubbin St,BURWOOD,1890000.0,h,3/12/2016,4,2.0,2.0,1145.0,59.0,-37.8538,145.127,19897.0,3868.0348931213243,30.818181818181817,1,119,1063,188
ID551571792,141 Gold St,BRUNSWICK,845500.0,h,7/05/2016,2,1.0,1.0,179.0,129.0,-37.7742,144.9542,19969.0,406.9755893903877,24.333333333333332,0,119,1063,188
ID987931941,109 Thomas St,BRIGHTON EAST,1400000.0,h,4/06/2016,5,3.0,4.0,824.0,89.0,-37.9091,145.0245,19940.0,1219.3719544564747,33.15384615384615,0,343,1929,260
ID237990326,58 Kernot St,SOUTH KINGSVILLE,915000.0,t,16/04/2016,4,3.0,1.0,662.0,3.0,-37.8307,144.8725,19995.0,1181.1053386841454,14.357142857142858,0,121,439,60
ID763363591,72 Wilson St,CHELTENHAM,1160000.0,h,23/09/2017,3,2.0,2.0,534.0,39.0,-37.9583,145.06041000000005,52095.0,992.1308497228362,42.166666666666664,0,161,848,160
ID304184380,8/64 Dover St,FLEMINGTON,500000.0,u,13/05/2017,2,1.0,1.0,0.0,49.0,-37.7829,144.9247,20040.0,620.1639698369513,18.0,1,255,1618,222
ID832309564,9 Cook St,IVANHOE,981000.0,h,4/06/2016,3,3.0,2.0,626.0,3.0,-37.76,145.0326,19933.0,1501.5292528217083,26.058823529411764,0,79,225,53
ID634285883,15/262 Heidelberg Rd,FAIRFIELD,548000.0,u,27/06/2016,2,1.0,1.0,0.0,5.0,-37.7845,145.0105,19929.0,623.8803129144221,19.923076923076923,0,47,281,29
ID775060456,164 Coogee La,WILLIAMSTOWN,1410000.0,h,10/12/2016,5,2.0,2.0,195.0,9.0,-37.8643,144.8935,19992.0,93.41847738778225,21.857142857142858,0,130,762,109
ID461586258,1/9 Packer St,MURRUMBEENA,926000.0,u,29/04/2017,2,1.0,2.0,308.0,11.0,-37.8907,145.0761,19918.0,484.5912120274067,27.35483870967742,0,42,147,51
ID320683559,8/47 Murray St,BRUNSWICK WEST,263100.0,u,27/05/2017,1,1.0,1.0,41.0,44.0,-37.75953,144.94093999999996,19967.0,1747.9929896627327,27.333333333333332,0,117,1162,191
ID204021330,2/2 Leamington St,RESERVOIR,465000.0,u,25/02/2017,2,1.0,1.0,111.0,69.0,-37.7128,145.0075,20010.0,456.8833144891592,34.2,0,126,380,68
ID405086667,3/14 Arden Ct,KEW EAST,1620000.0,t,25/02/2017,3,2.0,2.0,248.0,7.0,-37.7923,145.0595,19932.0,2673.1081681849587,26.0,0,41,142,25
ID278715566,7 Colvin Gr,HAWTHORN,1700000.0,h,6/05/2017,3,1.0,2.0,338.0,109.0,-37.8139,145.0243,19905.0,890.8643371398481,13.952380952380953,0,153,1704,324
ID320243684,310/330 Lygon St,BRUNSWICK EAST,445000.0,u,27/06/2016,2,1.0,1.0,0.0,119.0,-37.7685,144.9724,19968.0,1130.8635547805602,25.333333333333332,0,100,300,45
ID138127450,167 Gordon St,FOOTSCRAY,711000.0,h,18/06/2016,2,1.0,2.0,253.0,109.0,-37.7968,144.8887,20023.0,631.6673730651229,19.4,0,240,1683,169
ID890212037,15 Anthony Dr,MOUNT WAVERLEY,1028800.0,h,26/08/2017,3,2.0,1.0,470.0,59.0,-37.88751,145.13545,19916.0,3910.708122868525,31.35483870967742,0,183,1454,194
ID747925498,190 Gore St,FITZROY,1440000.0,h,17/09/2016,2,1.0,0.0,95.0,129.0,-37.8032,144.9825,19976.0,1000.3920245311382,12.235294117647058,0,47,281,29
ID471150985,11 Turfan Cl,KEILOR DOWNS,700000.0,h,26/08/2017,4,2.0,2.0,726.0,39.0,-37.72649000000001,144.80992,20001.0,1458.1580319791167,34.375,0,354,1868,330
ID724595965,45 Woodville St,BALWYN NORTH,1712000.0,h,17/09/2016,4,2.0,2.0,639.0,69.0,-37.7879,145.0929,19896.0,3681.0674752115156,28.76923076923077,0,120,881,102
ID378645943,3 McKenzie Ct,OAKLEIGH EAST,1150000.0,h,15/07/2017,2,1.0,3.0,622.0,49.0,-37.90168,145.11081,19916.0,1276.957465181527,31.35483870967742,0,117,1378,150
ID631193840,10 Pender St,PRESTON,875000.0,h,27/06/2016,4,1.0,2.0,400.0,79.0,-37.7371,145.0111,20012.0,947.5460783080367,28.3,0,85,1043,112
ID623244787,11 Margaret Gr,ALPHINGTON,1900000.0,h,27/11/2016,4,2.0,2.0,556.0,89.0,-37.7844,145.0225,19930.0,762.2727208748306,22.0,0,150,1006,111
ID691174914,2 Eggleton Ct,PRESTON,855000.0,h,3/09/2016,3,1.0,2.0,584.0,39.0,-37.7332,145.0252,20011.0,2045.452555292992,31.2,0,85,1043,112
ID338466084,3/4 Navigator St,MARIBYRNONG,330000.0,u,30/07/2016,2,1.0,1.0,0.0,49.0,-37.7689,144.8981,20038.0,1887.05485324355,22.0,0,87,348,76
ID388761725,14 Staughton St,SUNSHINE,600000.0,h,16/04/2016,3,1.0,1.0,0.0,69.0,-37.7796,144.8455,20021.0,1490.839553383345,24.0,0,170,1257,169
ID314408303,15 Hodder St,BRIGHTON EAST,1600000.0,h,7/05/2016,5,2.0,2.0,616.0,74.0,-37.9084,145.0221,19940.0,1438.4967525315658,33.15384615384615,0,343,1929,260
ID667019720,69 Ford St,IVANHOE,970000.0,h,8/04/2017,3,1.0,4.0,459.0,74.0,-37.7639,145.0377,19933.0,878.357056338834,26.058823529411764,0,84,237,59
ID853729174,7/59 Ormond Rd,ELWOOD,630000.0,u,22/07/2017,2,1.0,1.0,637.0,49.0,-37.88374,144.98518,19955.0,1241.4281640970034,19.5,0,208,1866,156
ID842939454,13 Montgomery Pl,BULLEEN,990000.0,h,6/08/2016,3,2.0,1.0,585.0,69.0,-37.7689,145.099,19935.0,3619.6646393521196,29.823529411764707,0,119,1063,188
ID869618302,1188 Plenty Rd,BUNDOORA,715000.0,h,3/09/2017,3,1.0,1.0,541.0,59.0,-37.70603,145.05423000000005,19983.0,2583.1009365079285,34.75,1,89,317,53
ID682548607,4 Garnet St,SUNSHINE NORTH,670000.0,h,8/10/2016,3,1.0,2.0,532.0,69.0,-37.7749,144.8313,20004.0,656.3192484663931,26.375,0,170,1257,169
ID122404936,32 Allendale Rd,CROYDON,877500.0,h,3/06/2017,3,2.0,1.0,979.0,7.0,-37.7917,145.29665,19878.0,1472.0416770431536,45.76923076923077,1,135,677,110
ID504397898,37 Woodside St,FITZROY NORTH,1502000.0,h,15/07/2017,3,1.0,0.0,179.0,6.0,-37.7844,144.99005,20019.0,245.6427697113508,18.3,1,255,1618,222
ID325505519,193 Mason St,NEWPORT,910000.0,h,24/09/2016,3,1.0,2.0,531.0,14.0,-37.8409,144.8663,19994.0,1534.1995712213652,16.310344827586206,0,11,52,6
ID535766898,4/170 Oxford St,COLLINGWOOD,950000.0,u,4/03/2017,3,2.0,1.0,15900.0,19.0,-37.8035,144.985,19976.0,777.9870518791039,12.235294117647058,0,137,1183,166
ID669014473,23 Lennox St,YARRAVILLE,1430000.0,h,25/02/2017,3,3.0,2.0,386.0,79.0,-37.816,144.8936,19996.0,322.8389351850114,11.357142857142858,0,111,355,60
ID709272730,9 Vincent St,COBURG,1155000.0,h,18/03/2017,4,1.0,2.0,370.0,5.0,-37.7431,144.95600000000005,19965.0,651.2334456619111,32.0,0,137,1183,166
ID290298692,1 Wildoer Dr,ASPENDALE GARDENS,951000.0,h,12/08/2017,3,2.0,2.0,553.0,79.0,-38.02608,145.12784,19861.0,2154.585739278873,54.15384615384615,0,26,188,16
ID697672974,5/402 Whitehorse Rd,SURREY HILLS,562500.0,u,19/11/2016,2,1.0,0.0,0.0,69.0,-37.8138,145.0879,19894.0,1170.6249701029137,25.76923076923077,0,300,919,195
ID786711834,91A Linacre Rd,HAMPTON,915500.0,t,27/11/2016,2,2.0,1.0,0.0,69.0,-37.9431,145.0118,19948.0,1025.446206381495,33.5,0,210,1676,169
ID122078078,21 Myrniong Gr,HAWTHORN EAST,3310000.0,h,18/03/2017,4,2.0,3.0,762.0,8.0,-37.8395,145.0529,19853.0,1527.206162251253,19.15625,0,156,1480,132
ID652066577,4 Lidgett St,BACCHUS MARSH,285000.0,h,8/07/2017,3,1.0,2.0,612.0,5.0,-37.67344,144.43181,20290.0,1633.7198359993383,45.25,0,50,148,23
ID894208508,10/17 Gordon St,FOOTSCRAY,270000.0,u,3/06/2017,2,1.0,1.0,0.0,131.0,-37.78895,144.89014,20023.0,1492.746419590732,19.4,0,255,1618,222
ID523031192,16 Bamfield Rd,HEIDELBERG HEIGHTS,565000.0,t,6/08/2016,2,2.0,1.0,201.0,12.0,-37.7426,145.0556,19936.0,928.3367623601978,31.75,0,150,1565,276
ID988909386,20 Wills St,GLEN IRIS,1452000.0,h,6/05/2017,3,2.0,2.0,269.0,22.0,-37.854,145.0542,19850.0,2183.567151664126,26.666666666666668,0,255,1618,222
ID255748434,10 Shamrock St,BRUNSWICK WEST,1100000.0,h,13/05/2017,3,2.0,1.0,169.0,119.0,-37.7585,144.9504,19967.0,955.1379866397165,27.333333333333332,0,117,1162,191
ID169093292,3/769 High St,ARMADALE,1101000.0,t,27/11/2016,3,1.0,2.0,103.0,19.0,-37.8542,145.0135,19946.0,383.0811050445565,18.214285714285715,0,311,2215,346
ID153760708,18 Ascot St,ASCOT VALE,870000.0,h,9/09/2017,3,2.0,3.0,388.0,69.0,-37.7822,144.92042,20039.0,777.2435173651149,20.0,0,311,2261,423
ID281301408,178 Princes St,PORT MELBOURNE,2730000.0,h,29/07/2017,3,1.0,1.0,324.0,119.0,-37.83789,144.93833999999995,19841.0,3261.2140047227267,3.4078212290502794,0,92,1027,111
ID835178869,126 Mills St,ALBERT PARK,1535000.0,h,1/07/2017,2,1.0,0.0,171.0,119.0,-37.8481,144.9566,19958.0,2927.7954598693564,13.5,0,151,1120,125
ID756448313,71 Victor Rd,BENTLEIGH EAST,1475000.0,h,18/03/2017,4,2.0,2.0,674.0,16.0,-37.9272,145.0786,19916.0,2756.8349307102912,31.35483870967742,0,125,839,108
ID889105650,3 Oshaughnessy St,KEW,1905000.0,h,14/05/2016,3,2.0,2.0,591.0,109.0,-37.812,145.0268,19905.0,1146.3441173152935,13.952380952380953,0,37,154,24
ID446516164,133 David Dr,SUNSHINE WEST,521000.0,t,29/04/2017,3,3.0,2.0,134.0,11.0,-37.79,144.7886,20020.0,1422.9812051036831,21.333333333333332,0,316,1022,237
ID871711903,38 MacGregor St,MALVERN EAST,1837000.0,h,6/08/2016,3,2.0,1.0,769.0,99.0,-37.8799,145.0552,19920.0,765.6666192108734,23.451612903225808,0,87,348,76
ID427127961,15 Rupert St,WEST FOOTSCRAY,1325000.0,h,8/04/2017,4,2.0,4.0,525.0,89.0,-37.7994,144.8763,20023.0,837.8561816297782,19.4,0,42,147,51
ID548583870,6 Caspian Tce,WILLIAMSTOWN,1200000.0,h,29/04/2017,4,3.0,2.0,183.0,13.0,-37.8566,144.8737,19993.0,1353.2858776288624,20.857142857142858,0,145,787,144
ID537118341,607/2 McGoun St,RICHMOND,592000.0,u,22/07/2017,2,2.0,2.0,2044.0,8.0,-37.817,144.99553999999995,19978.0,428.0389215053692,9.125,0,126,380,68
ID489046293,14 King St,FITZROY NORTH,1300000.0,h,27/11/2016,3,1.0,0.0,309.0,129.0,-37.776,144.9832,20017.0,884.0656924111727,19.3,0,240,1683,169
ID873950503,4 William St,MOUNT WAVERLEY,1750000.0,h,22/07/2017,4,2.0,2.0,766.0,49.0,-37.88043,145.13062,19916.0,4213.553891781539,31.35483870967742,0,183,1454,194
ID563346739,1/150 Peel St,NORTH MELBOURNE,541000.0,u,15/07/2017,2,1.0,1.0,0.0,15.0,-37.8044,144.95657,19842.0,812.89407413258,4.7444444444444445,0,14,58,7
ID745640485,45 Lord St,RICHMOND,1130000.0,h,4/03/2017,2,2.0,3.0,114.0,14.0,-37.8212,145.005,19906.0,742.793468274266,11.904761904761905,0,126,380,68
ID188676499,59 David St,LALOR,705500.0,h,24/06/2017,3,1.0,4.0,670.0,59.0,-37.67328,145.02918,20006.0,1341.4468827733901,42.22222222222222,0,177,1281,207
ID518433865,1/178 Murrumbeena Rd,MURRUMBEENA,720000.0,t,23/04/2016,2,2.0,2.0,1318.0,11.0,-37.8969,145.0654,19919.0,765.9181725640846,25.35483870967742,0,36,147,42
ID283913977,10 Neave St,HAWTHORN EAST,3350000.0,h,4/03/2017,2,1.0,2.0,826.0,39.0,-37.8404,145.0516,19853.0,1661.4523381610913,19.15625,0,156,1480,132
ID300144081,8/220 Elgin St,CARLTON,705000.0,u,12/11/2016,2,1.0,1.0,0.0,19.0,-37.7969,144.9669,19842.0,1500.0459034044698,4.7444444444444445,0,462,3343,509
ID394460839,481 Albion St,BRUNSWICK WEST,1585000.0,h,30/07/2016,4,1.0,2.0,562.0,99.0,-37.7583,144.9428,19967.0,1607.6088467706038,27.333333333333332,0,119,1063,188
ID919906510,9/758 Orrong Rd,TOORAK,1400000.0,u,12/08/2017,3,2.0,2.0,0.0,44.0,-37.83725,145.01476,19906.0,1250.8850480417832,11.904761904761905,0,88,504,66
ID133519544,56 Hillsyde Pde,STRATHMORE,1025000.0,h,7/05/2016,3,2.0,1.0,654.0,69.0,-37.7369,144.9251,20034.0,736.2347889744002,31.0,0,170,1257,169
ID767519204,9 Irvine St,PASCOE VALE,1120000.0,h,3/09/2016,3,1.0,2.0,50.0,69.0,-37.734,144.9416,20034.0,1234.1134440807523,31.0,1,85,1043,112
ID635085982,4 Bruce St,BRIGHTON EAST,1389000.0,h,28/05/2016,4,1.0,2.0,656.0,89.0,-37.9027,145.0225,19941.0,1504.2362247217445,32.15384615384615,0,343,1929,260
ID441180263,5 Birch Sq,RICHMOND,1350000.0,h,27/11/2016,3,2.0,2.0,133.0,19.0,-37.8183,145.0079,19906.0,1031.266308242392,11.904761904761905,0,117,378,47
ID901030099,1/40 Warmington Rd,SUNSHINE WEST,305000.0,h,27/06/2016,3,1.0,2.0,367.0,49.0,-37.8018,144.8246,22241.0,1646.27423190895,15.85,0,300,919,195
ID443077150,5 Tedstone Cr,BALWYN,2400000.0,h,22/07/2017,5,3.0,2.0,785.0,59.0,-37.81161,145.07622,19893.0,1499.262885349397,23.76923076923077,0,125,839,108
ID784565284,4a Gatehouse La,ALBERT PARK,1370000.0,h,12/06/2016,3,2.0,2.0,0.0,19.0,-37.8451,144.9511,22238.0,3292.735522938781,3.5,0,150,1006,111
ID475850267,19/36 Grange Rd,TOORAK,515501.0,u,12/11/2016,1,1.0,1.0,0.0,49.0,-37.8373,145.0116,19906.0,1141.0367773374944,11.904761904761905,0,79,512,63
ID650902441,192 Haughton Rd,OAKLEIGH SOUTH,1265000.0,h,24/06/2017,3,1.0,1.0,743.0,59.0,-37.91282,145.10376000000005,19916.0,235.14202551779212,31.35483870967742,0,26,68,13
ID454665255,11 Webb St,BURWOOD,1322500.0,h,26/08/2017,2,1.0,1.0,731.0,69.0,-37.85621,145.10641,19848.0,2294.341257737603,30.666666666666668,0,117,1162,191
ID702978409,1/74 Parkside Av,KEILOR EAST,518500.0,t,12/08/2017,3,1.0,1.0,165.0,69.0,-37.74182,144.85498,20003.0,4361.5963379600325,29.375,0,84,237,59
ID482158524,4/2 Vincent St,COBURG,537500.0,u,19/11/2016,2,1.0,1.0,0.0,44.0,-37.7435,144.9563,19965.0,632.5816538986984,32.0,1,133,1156,139
ID298882249,6/542 Upper Heidelberg Rd,HEIDELBERG,585000.0,u,6/08/2016,2,2.0,1.0,0.0,7.0,-37.7506,145.0574,19935.0,776.406887677469,29.823529411764707,0,150,1565,276
ID366427916,7/2 Albion St,BRUNSWICK EAST,570000.0,u,3/06/2017,2,1.0,1.0,0.0,39.0,-37.7631,144.98138,20015.0,1384.0144455838088,23.3,0,111,355,60
ID591849287,11 Hillard St,MALVERN EAST,2110000.0,h,22/08/2016,4,2.0,2.0,645.0,21.0,-37.8805,145.0668,19920.0,964.7145400316326,23.451612903225808,0,87,348,76
ID763021013,1 Parker Rd,SILVAN,1070000.0,h,24/06/2017,4,2.0,3.0,38490.0,99.0,-37.83229,145.43003000000004,19844.0,10781.641313735776,61.3,0,17,32,6
ID932527648,34 Lind St,STRATHMORE,995000.0,t,18/03/2017,4,3.0,1.0,260.0,69.0,-37.7319,144.9195,20034.0,776.0784930702416,31.0,0,176,1272,233
ID792763565,34 Maysia St,CANTERBURY,2550000.0,h,19/08/2017,5,2.0,4.0,692.0,49.0,-37.83254,145.07907,19852.0,836.521410496776,22.75,0,470,3339,557
ID970433886,12 Belgrove St,PRESTON,1215000.0,h,22/04/2017,3,1.0,1.0,690.0,64.0,-37.7452,145.0192,20013.0,1676.8751567929016,26.3,1,92,1027,111
ID662888539,103/171 Flemington Rd,NORTH MELBOURNE,320000.0,u,27/11/2016,1,1.0,1.0,0.0,44.0,-37.7955,144.9492,19972.0,1154.6823942930798,17.0,0,11,52,6
ID359056770,4/32 Montgomery St,HEIDELBERG HEIGHTS,720000.0,u,12/08/2017,3,1.0,1.0,146.0,89.0,-37.75132,145.05331,19935.0,911.8608840275975,29.823529411764707,0,153,1704,324
ID774941831,10 Bennie St,BRUNSWICK,1115000.0,h,8/04/2017,3,1.0,1.0,249.0,94.0,-37.7669,144.9664,19968.0,606.4799634544264,25.333333333333332,0,117,1162,191
ID178540528,13 Brooks St,BENTLEIGH EAST,1060000.0,t,10/12/2016,4,3.0,1.0,313.0,59.0,-37.9164,145.0765,19917.0,2063.6834750200005,29.35483870967742,0,120,881,102
ID317452564,3 Herbert St,ALBERT PARK,1800000.0,h,10/09/2016,3,1.0,1.0,253.0,119.0,-37.8443,144.9579,19958.0,2868.7677525280747,13.5,0,150,1006,111
ID623002150,25 Gray St,BRUNSWICK,1755000.0,h,28/08/2016,4,2.0,1.0,354.0,109.0,-37.7745,144.9523,19969.0,567.206914663036,24.333333333333332,0,119,1063,188
ID585033647,11/27 Patterson Rd,BENTLEIGH,635000.0,u,24/09/2016,2,1.0,2.0,118.0,7.0,-37.9245,145.0336,19938.0,179.403517084216,36.84615384615385,0,120,881,102
ID477938213,2 Fairmount Rd,HAWTHORN EAST,2320000.0,h,3/06/2017,4,2.0,2.0,528.0,39.0,-37.83539,145.0431,19903.0,1466.1787992455454,17.904761904761905,0,156,1480,132
ID405149258,435 Buckley St,ABERFELDIE,1210000.0,h,24/06/2017,3,1.0,6.0,645.0,15.0,-37.75418,144.89016999999996,22253.0,2299.768553174253,18.333333333333332,0,111,355,60
ID204021330,2/2 Leamington St,RESERVOIR,465000.0,u,25/02/2017,2,1.0,1.0,111.0,69.0,-37.7128,145.0075,20010.0,456.8833144891592,34.2,0,126,380,68
ID918583445,11/205 Gipps St,ABBOTSFORD,470000.0,u,26/07/2016,1,1.0,1.0,0.0,6.0,-37.8055,144.9961,19976.0,233.42840102537025,12.235294117647058,0,150,1006,111
ID436218105,31 Zenith St,PASCOE VALE,1196000.0,h,4/03/2017,4,2.0,2.0,559.0,22.0,-37.7236,144.9347,20034.0,981.0684752959958,31.0,0,92,1027,111
ID281734610,7 Vive St,TARNEIT,446000.0,h,22/07/2017,3,2.0,2.0,326.0,7.0,-37.85037,144.66179,47648.0,3533.070328138711,32.09090909090909,0,201,824,150
